EVENT_ID,EVENT_YEAR,EVENT_DATE,EVENT_COUNTRY,EVENT_REGION,EVENT_CITY,ATTACK_SUCCESS_FLG,ATTACK_SUICIDE_FLG,TARGET_1_TYPE,TARGET_1_SUBTYPE,TARGET_1_GROUP_NAME,TARGET_1_NAME,TARGET_1_NATIONALITY,TARGET_2_TYPE,TARGET_2_SUBTYPE,TARGET_2_GROUP_NAME,TARGET_2_NAME,TARGET_2_NATIONALITY,TARGET_3_TYPE,TARGET_3_SUBTYPE,TARGET_3_GROUP_NAME,TARGET_3_NAME,TARGET_3_NATIONALITY,PERP_1_GROUP_NAME,PERP_1_SUBGROUP_NAME,PERP_2_GROUP_NAME,PERP_2_SUBGROUP_NAME,PERP_3_GROUP_NAME,PERP_3_SUBGROUP_NAME,PERP_TOTAL,PERP_TOTAL_GROUP,PERP_CUSTODY_TOTAL,PERP_CUSTODY_TOTAL_GROUP,PERP_CLAIMED_RESPONSIBILITY_FLG,PERP_CLAIM_MODE,WEAPON_1_TYPE,WEAPON_1_SUBTYPE,WEAPON_2_TYPE,WEAPON_2_SUBTYPE,WEAPON_3_TYPE,WEAPON_3_SUBTYPE,WEAPON_4_TYPE,WEAPON_4_SUBTYPE,WEAPON_DETAIL,KILLED_TOTAL,KILLED_TOTAL_GROUP,KILLED_US_TOTAL,KILLED_US_TOTAL_GROUP,KILLED_PERP_TOTAL,KILLED_PERP_TOTAL_GROUP,WOUNDED_TOTAL,WOUNDED_TOTAL_GROUP,WOUNDED_US_TOTAL,WOUNDED_US_TOTAL_GROUP,WOUNDED_PERP_TOTAL,WOUNDED_PERP_TOTAL_GROUP,PROPERTY_DAMAGE_RANGE,PROPERTY_DAMAGE_VALUE,PROPERTY_DAMAGE_DETAIL,HOSTAGE_FLG,HOSTAGE_TOTAL,HOSTAGE_TOTAL_GROUP,HOSTAGE_US_TOTAL,HOSTAGE_US_TOTAL_GROUP,HOSTAGE_RELEASED_TOTAL,HOSTAGE_RELEASED_TOTAL_GROUP,HOSTAGE_OUTCOME_DETAIL,DIVERSION_DESTINATION_COUNTRY,RESOLUTION_DESTINATION_COUNTRY,RANSOM_FLG,RANSOM_DEMANDED,RANSOM_DEMANDED_US,RANSOM_PAID,RANSOM_PAID_US,PERP_COUNTRY_ATTACK_COUNTRY_DIFFERENCE_FLG,PERP_NATIONALITY_TARGET_NATIONALITY_DIFFERENCE_FLG,TARGET_NATIONALITY_ATTACK_COUNTRY_DIFFERENCE_FLG,NATIONALITY_OR_COUNTRY_DIFFERENCE_FLG,ETL_TIMESTAMP
1.99E+11,1992,00:00.0,Chile,South America,Santiago,1,0,Business,NULL,NULL,truck transporting chickens,Chile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,United Popular Action Movement,Lautaro,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Chile,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000A1D
1.99E+11,1992,00:00.0,Pakistan,South Asia,Islamabad,0,0,Airports & Aircraft,Aircraft (not at an airport),NULL,Islamabad - Saudi Arabia flight,Pakistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,3,0,NULL,NULL,NULL,NULL,Firearms,Handgun,NULL,NULL,NULL,NULL,NULL,NULL,Pistol,0,0,0,0,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Pakistan,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A1E
1.99E+11,1992,00:00.0,Tajikistan,Central Asia,Khorog,1,0,Airports & Aircraft,Aircraft (not at an airport),NULL,Helicopter,Tajikistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,Firearms,Handgun,NULL,NULL,NULL,NULL,NULL,NULL,Pistol,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,Afghanistan,Afghanistan,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A1F
1.99E+11,1992,00:00.0,Somalia,Sub-Saharan Africa,Merca,1,0,Business,NULL,Samaa Asia Shipping,"1,600 ton Motor Vessel Samaa-1",United Arab Emirates,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,14,10,NULL,NULL,NULL,NULL,Firearms,Automatic or Semi-Automatic Rifle,NULL,NULL,NULL,NULL,NULL,NULL,Automatic firearm,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Somalia,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A20
1.99E+11,1992,00:00.0,Cuba,Central America & Caribbean,Havana,1,0,Airports & Aircraft,Aircraft (not at an airport),Aero Caribbean,Flight Havana to Varadero*,Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,53,50,0,0,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A21
1.99E+11,1994,00:00.0,India,South Asia,Chennai,0,0,Airports & Aircraft,Aircraft (not at an airport),Indian Airlines,Flight Madras to Calcutta,India,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Fake Weapons,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fake bomb,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,India,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A22
1.99E+11,1994,00:00.0,Senegal,Sub-Saharan Africa,Dakar,1,0,Airports & Aircraft,Aircraft (not at an airport),Ethopian Airlines,"Flight Dakar to Addis Ababa.  Diverted to Rome, Italy",Ethiopia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Melee,Knife or Other Sharp Object,NULL,NULL,NULL,NULL,NULL,NULL,Knife,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,43,40,0,0,43,40,Hostage(s) released by perpetrators,"Rome, Italy","Rome, Italy",0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A23
1.99E+11,1994,00:00.0,Ethiopia,Sub-Saharan Africa,Addis Ababa,1,0,Airports & Aircraft,Aircraft (not at an airport),Ethiopian Airlines,Boeing 737 Flight Addis Ababa to Dire-Dawa,Ethiopia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,Djibouti,Djibouti,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A24
1.99E+11,1994,00:00.0,China,East Asia,Chengdu,1,0,Airports & Aircraft,Aircraft (not at an airport),China Southwest Airlines,Flight Chengdu to Fuzhou *,China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Melee,Knife or Other Sharp Object,NULL,NULL,NULL,NULL,NULL,NULL,Knife,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,130,130,0,0,130,130,Hostage(s) released by perpetrators,Taiwan,Taiwan,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A25
1.99E+11,1994,00:00.0,Pakistan,South Asia,Peshawar,1,0,Educational Institution,Other Personnel,Peshawar Model School,"School Bus, Peshawar Model School",Pakistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Afghan Guerrillas,NULL,NULL,NULL,NULL,NULL,3,0,NULL,NULL,NULL,NULL,Explosives,Grenade,Firearms,Handgun,NULL,NULL,NULL,NULL,Grenades; Pistols,3,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,83,80,0,0,NULL,NULL,NULL,NULL,Pakistan,1,5000000,NULL,NULL,NULL,1,1,0,1,0x0000000000000A26
1.99E+11,1994,00:00.0,Yemen,Middle East & North Africa,Al-Mukalla,1,0,Business,NULL,European Corp. name not given,"Vehicle carrying employee, driver and 2 guards",NULL,Police,Police Security Forces/Officers,guards,guards,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,Firearms,Automatic or Semi-Automatic Rifle,NULL,NULL,NULL,NULL,NULL,NULL,Automatic firearm,2,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,2,0,Unknown,NULL,Yemen,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A27
1.99E+11,1994,00:00.0,Algeria,Middle East & North Africa,Oran,1,0,Airports & Aircraft,Aircraft (not at an airport),Air Algerie,"Boeing 727, Flight Oran to Annaba",Algeria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,3,0,NULL,NULL,NULL,NULL,Firearms,Handgun,NULL,NULL,NULL,NULL,NULL,NULL,Pistol,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,127,130,0,0,NULL,NULL,NULL,"Alicante, Spain","Alicante, Spain",0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A28
1.99E+11,1994,00:00.0,Saudi Arabia,Middle East & North Africa,Jeddah,1,0,Airports & Aircraft,Aircraft (not at an airport),Saudi Airline,"Airbus Flight Jeddah to Addis Abaha, Ethiopia.  Diverted to Nairobi, Kenya*",Saudi Arabia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,Firearms,Handgun,NULL,NULL,NULL,NULL,NULL,NULL,Pistol,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,139,140,Successful Rescue,"Nairobi, Kenya","Nairobi, Kenya",0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A29
1.99E+11,1994,00:00.0,Sudan,Sub-Saharan Africa,Khartoum,1,0,Airports & Aircraft,Aircraft (not at an airport),Sudan Air,Boeing 737 Flight Khartoum to Dongola,Sudan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,0,0,100,100,Hostage(s) released by perpetrators,"Luxor, Egypt","Luxor, Egypt",0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A2A
1.99E+11,1994,00:00.0,Saudi Arabia,Middle East & North Africa,Jeddah,1,0,Airports & Aircraft,Aircraft (not at an airport),Ethopian Airlines,"Flight 619, Jeddah to Addis Ababa.  Boeing 737 diverted to Sanaa, Yemen.*",Ethiopia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Firearms,Handgun,NULL,NULL,NULL,NULL,NULL,NULL,Pistol,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,156,160,0,0,156,160,Hostage(s) released by perpetrators,"Sanaa, Yemen","Sanaa, Yemen",0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A2B
1.99E+11,1994,00:00.0,China,East Asia,Fuzhou,1,0,Airports & Aircraft,Aircraft (not at an airport),China Southern Airlines,boeing 737 flight fozhou to guangzhou *,China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,139,140,0,0,139,140,Hostage(s) released by perpetrators,NULL,China,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A2C
1.99E+11,1994,00:00.0,Guatemala,Central America & Caribbean,Guatemala City,1,0,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",U.S. State Dept,U.S. Mission Vehicle,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,Firearms,Handgun,NULL,NULL,NULL,NULL,NULL,NULL,Pistol,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Guatemala,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A2D
1.99E+11,1994,00:00.0,Somalia,Sub-Saharan Africa,Mogadishu,1,0,Food or Water Supply,Food Supply,UN operation in Somolia (UNOSOM),UN food convoy,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A2E
1.99E+11,1994,00:00.0,Cuba,Central America & Caribbean,Havana,1,0,Maritime,Civilian Maritime,Unk,Havana-Regla Ferry,Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A2F
1.99E+11,1994,00:00.0,Russia,Eastern Europe,Pyatigorsk,0,0,Transportation,Bus (excluding tourists),unk,Bus,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,Firearms,Rifle/Shotgun (non-automatic),Explosives,Grenade,NULL,NULL,NULL,NULL,Rifle; Grenade,6,10,NULL,NULL,1,0,19,20,NULL,NULL,2,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,40,40,Successful Rescue,NULL,Russia,1,15000000,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A30
1.99E+11,1994,00:00.0,Cuba,Central America & Caribbean,Havana,1,0,Maritime,Civilian Maritime,Unk,Havana-Casa Blanca Ferry  La Coubre,Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A31
1.99E+11,1994,00:00.0,Cuba,Central America & Caribbean,Havana,0,0,Maritime,Civilian Maritime,Unk,Havana-Regla Ferry,Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A32
1.99E+11,1994,00:00.0,Cuba,Central America & Caribbean,Havana,0,0,Maritime,Commercial Maritime,Unk,"Tugboat ""Dos Rios""",Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,21,20,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A33
1.99E+11,1994,00:00.0,Guatemala,Central America & Caribbean,Guatemala City,1,0,Airports & Aircraft,Aircraft (not at an airport),COPA (Panamanian Airplane) B-737,Guatemala City-Panama City Flight,Panama,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,78,80,0,0,NULL,NULL,NULL,NULL,Guatemala,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A34
1.99E+11,1994,00:00.0,Cuba,Central America & Caribbean,Unknown,1,0,Maritime,Commercial Maritime,Unk,U/I Fishing Vessel,Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Firearms,Handgun,Melee,Knife or Other Sharp Object,NULL,NULL,NULL,NULL,Pistol; Knives,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,0,0,0,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A35
1.99E+11,1994,00:00.0,Cuba,Central America & Caribbean,Havana,1,0,Maritime,Civilian Maritime,Unk,Moa Bay Ferry,Cuba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,7,10,NULL,NULL,NULL,NULL,Melee,Knife or Other Sharp Object,Incendiary,Arson/Fire,NULL,NULL,NULL,NULL,Knives; Flares,0,0,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,0,0,NULL,NULL,NULL,NULL,Cuba,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A36
1.99E+11,1994,00:00.0,Cambodia,Southeast Asia,Phnom Penh,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",UN Human Rights Office,UN Vehicle,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A37
1.99E+11,1994,00:00.0,India,South Asia,Doda district,1,0,Educational Institution,Other Personnel,Unknown,School Bus,India,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,India,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A38
1.99E+11,1994,00:00.0,Yemen,Middle East & North Africa,Aden,0,0,Airports & Aircraft,Aircraft (not at an airport),Yemeni Alyemda Airlines,B-737 on Aden-Sanaa flight,Yemen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Explosives,Grenade,NULL,NULL,NULL,NULL,NULL,NULL,Grenade,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yemen,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A39
1.99E+11,1994,00:00.0,Russia,Eastern Europe,Makhachkala,1,0,Airports & Aircraft,Aircraft (not at an airport),Aeroflot (?),Yak-40 Jetliner,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Explosives,Unknown Explosive Type,NULL,NULL,NULL,NULL,NULL,NULL,Explosive,1,0,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,27,30,0,0,27,30,Hostage(s) released by perpetrators,NULL,Russia,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A3A
1.99E+11,1994,00:00.0,Russia,Eastern Europe,Makhachkala,1,0,Airports & Aircraft,Aircraft (not at an airport),Aeroflot (?),TU-154 Airliner bound for Mineralniye Vody,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fake Weapons,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fake bomb,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,164,160,0,0,164,160,Unknown,NULL,Russia,1,2000000,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A3B
1.99E+11,1994,00:00.0,Norway,Western Europe,Oslo,1,0,Airports & Aircraft,Aircraft (not at an airport),NULL,SAS Airliner,Norway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,Unknown,NULL,Norway,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A3C
1.99E+11,1994,00:00.0,Greece,Western Europe,Thessaloniki,1,0,Airports & Aircraft,Aircraft (not at an airport),NULL,Airline Olympic Airways airliner,Greece,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,69,70,Hostage(s) released by perpetrators,Salonika,Salonika,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A3D
1.99E+11,1994,00:00.0,Algeria,Middle East & North Africa,Algiers,1,0,Airports & Aircraft,Aircraft (not at an airport),Air Algerie,"Air Algerie flight travelling from Algiers to Ouargla, Algeria",Algeria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Union of Peaceful Citizens of Algeria,NULL,NULL,NULL,NULL,NULL,3,0,3,0,1,Personal claim,Melee,Knife or Other Sharp Object,Fake Weapons,NULL,NULL,NULL,NULL,NULL,Knives; fake bomb that was actually a coffee grinder,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,42,40,0,0,42,40,Hostage(s) released by perpetrators,Spain,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000A3E
1.99E+11,1994,00:00.0,Tajikistan,Central Asia,Dushanbe,0,0,Airports & Aircraft,Aircraft (not at an airport),NULL,Airline,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,Unknown,Iran,Iran,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000A3F
1.99E+11,1994,00:00.0,Russia,Eastern Europe,Syktyvkar,1,0,Airports & Aircraft,Aircraft (not at an airport),NULL,Airliner TU-134,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,3,0,NULL,NULL,NULL,NULL,Explosives,Unknown Explosive Type,NULL,NULL,NULL,NULL,NULL,NULL,Explosive,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,Unknown,Estonia,Estonia,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000A40
